siteNumber,longtitude,latitude
3211,120.7630997,27.83180046
3214,120.4368973,27.87680054
3226,120.7059021,27.92079926
3229,120.6303024,27.77009964
3232,120.403801,27.86039925
3241,120.7089996,27.9885006
3242,120.6063004,28.01409912
3252,120.3531036,27.53339958
3279,120.7630997,27.83639908
3280,120.6212006,27.93869972
3284,120.9237976,28.04170036
3308,120.5865021,28.04299927
3316,120.5182037,27.26409912
3323,120.7022018,28.00119972
3326,120.5727997,27.3980999
3330,120.5864029,28.04570007
3333,120.6593018,27.78389931
3335,120.6940002,28.00790024
3354,120.600502,27.83049965
3359,120.9660034,28.01199913
3364,120.7313004,27.99480057
3366,120.6607971,28.02260017
3369,120.6781998,27.79299927
3376,120.4906998,27.59819984
3380,121.0089035,28.19580078
3388,120.5647964,27.49080086
3392,120.6547012,27.77339935
3394,120.7835007,27.8253994
3409,120.5298996,27.96489906
3442,120.8478012,27.91550064
3453,120.6287994,27.77219963
3457,120.2548981,27.49309921
3459,120.8609009,28.04859924
3464,120.5419006,27.99160004
3471,120.3897018,27.50650024
3478,120.8131027,28.08069992
3482,120.4220963,28.13699913
3494,120.6363983,27.72190094
3503,120.532402,27.57290077
3514,120.6939011,28.01210022
3534,120.685997,27.81649971
3535,120.2353973,27.68309975
3540,121.1084976,28.37150002
3548,120.6922989,27.99370003
3557,120.6520996,28.02000046
3563,120.6810989,27.92950058
3564,120.3631973,27.90169907
3568,120.7417984,27.97970009
3595,121.0310974,28.19729996
3600,120.5705032,27.99720001
3603,120.8335037,27.95429993
3608,120.6597977,28.02759933
3621,121.1699982,28.3927002
3622,121.1699982,28.39249992
3623,120.8108978,27.88699913
3648,120.6276016,28.03910065
3675,120.9822998,28.07329941
3678,120.5034027,27.74690056
3681,120.6445999,27.70050049
3702,120.6567993,27.85569954
3710,119.9261017,27.62150002
3714,120.7167969,27.98789978
3720,120.8746033,28.08060074
3727,120.8576965,28.07460022
3729,120.3768997,28.05209923
3734,120.5603027,27.66729927
3740,120.7328033,27.84910011
3747,120.5843964,28.10140038
3750,120.7349014,27.92370033
3766,120.9742966,28.11000061
3775,120.5411987,27.73130035
3780,120.5411987,27.73119926
3784,120.9365997,28.02280045
3786,120.9337006,28.03389931
3789,120.960701,28.12310028
3790,120.5791016,28.0258007
3798,120.7263031,27.84449959
3805,120.6414032,27.78199959
3822,120.9531021,28.13809967
3826,120.8676987,28.09869957
3827,120.8526993,28.03800011
3833,120.5986023,27.99839973
3839,120.6708984,27.47489929
3877,120.6373978,28.01210022
3881,120.612999,27.42819977
3884,120.6622009,27.78440094
3890,120.6264038,27.73719978
3923,120.5831985,27.97050095
3947,120.8487015,27.9265995
3952,120.680397,28.01009941
3960,120.5970001,28.00769997
3969,120.7074966,28.00029945
3973,120.5401001,27.58469963
3974,120.6511993,27.78179932
3977,120.4399033,27.53759956
3980,120.6046982,27.46170044
3982,121.0459976,28.17690086
3986,120.5858002,28.04899979
3994,120.9016037,28.04780006
3995,120.5699997,27.76519966
4000,120.4179993,27.51370049
4009,121.1520996,28.39710045
4013,120.6316986,27.78009987
4034,120.6529007,27.95459938
4057,120.4207001,27.66959953
4068,120.6582031,27.76959991
4069,121.1138992,28.21360016
4074,120.7677002,27.93490028
4075,120.645401,28.00049973
4076,120.728302,28.15069962
4078,120.6987,27.9939003
4080,120.6760025,27.98500061
4082,120.7304993,27.96839905
4084,120.5607986,27.56870079
4090,120.539299,27.60350037
4092,120.8191986,27.90629959
4096,121.0335007,28.22410011
4100,120.3030014,27.46030045
4127,120.6240997,27.77799988
4131,120.6128998,28.00729942
4132,120.9580994,28.10580063
4141,120.3199997,27.63150024
4144,120.5587997,27.58569908
4150,120.2848969,27.75099945
4154,121.1296005,28.40870094
4155,120.5671005,27.95680046
4157,120.4197998,27.86230087
4168,120.7698975,27.9659996
4171,120.3154984,27.71430016
4180,120.6921005,27.79990005
4185,120.4410019,27.63249969
4188,120.6678009,27.98119926
4190,120.4036026,27.51469994
4208,120.648201,28.02330017
4210,120.6109009,27.7696991
4219,120.7266006,28.33589935
4229,120.6969986,27.91650009
4248,119.7820969,27.66990089
4249,120.6387024,28.00510025
4259,121.1983032,28.40920067
4262,120.6169968,27.38069916
4263,121.0000992,28.0746994
4264,121.0169983,28.25639915
4270,120.6175003,27.39909935
4272,120.3942032,27.8647995
4274,120.8955994,28.04150009
4275,120.697998,27.80960083
4277,120.6268997,27.99979973
4290,120.7054977,27.92420006
4295,120.5595016,27.66839981
4300,120.8806992,28.0571003
4307,121.0412979,28.28490067
4309,120.6128006,27.43470001
4330,120.6667023,27.82889938
4331,120.1399994,27.4326992
4347,121.1584015,27.83259964
4352,120.5626984,27.67099953
4360,120.2396011,27.51729965
4366,120.6194992,27.75769997
4368,120.5930023,28.00580025
4377,120.7071991,27.99869919
4380,121.0384979,28.21710014
4383,120.5761032,28.02700043
4399,120.5783005,28.10300064
4401,120.0339966,27.54260063
4423,120.6877975,27.92329979
4427,120.6080017,27.76790047
4430,120.6877975,27.92320061
4437,120.6800003,28.00440025
4447,121.1443024,27.83460045
4451,120.5702972,28.04450035
4452,120.3963013,27.5121994
4453,120.7991028,27.95280075
4470,121.0182037,28.30360031
4474,120.6793976,28.00029945
4480,120.9648972,28.11269951
4484,120.6315994,27.73990059
4485,120.7101974,27.99609947
4486,120.6594009,28.03899956
4489,120.8005981,27.84460068
4490,120.6734009,28.02280045
4494,120.7237015,28.39340019
4496,120.9252014,27.99329948
4501,120.7696991,27.97060013
4508,120.6705017,28.01549911
4515,120.5134964,28.13349915
4528,120.5784988,27.92060089
4532,120.7061005,27.91460037
4541,120.6323013,27.97660065
4545,120.6140976,27.68959999
4546,120.6816025,28.01059914
4552,120.3581009,27.67980003
4555,120.6423035,27.84280014
4558,120.6931992,27.82830048
4588,120.7080002,28.04430008
4590,120.5800018,27.65410042
4593,120.5927963,27.96360016
4618,119.9349976,27.36739922
4623,120.8993988,28.0666008
4624,120.8116989,27.86359978
4638,120.9531021,28.10960007
4654,120.8374023,27.91760063
4657,120.8503036,27.92980003
4663,120.5942993,28.01339912
4672,120.5447998,28.1439991
4684,120.7266998,27.97769928
4698,120.6872025,28.49760056
4719,120.6672974,28.02269936
4747,120.9705963,28.10910034
4751,120.8669968,28.08180046
4776,120.0282974,27.58429909
4778,120.759201,27.97109985
4779,120.4759979,28.13339996
4781,120.9021988,28.04599953
4787,120.5445023,27.59269905
4789,120.6276016,28.05150032
4803,120.6016998,28.01390076
4820,120.0025024,27.58130074
4821,120.7991028,27.96459961
4824,120.5610962,27.6711998
4855,120.6570969,27.78089905
4874,120.6266022,28.02260017
4886,120.6046982,27.44009972
4909,120.6044006,28.02230072
4912,120.6327972,28.03770065
4933,120.6808014,28.01169968
4936,120.9509964,28.00390053
4937,120.9944,28.0510006
4953,120.285202,27.75939941
4957,120.9705963,28.12030029
4959,120.5585022,27.68689919
4965,120.5774002,27.9822998
4968,120.6808014,28.01429939
4981,120.6724014,27.84880066
4986,120.6330032,27.40189934
4994,120.6400986,27.7689991
4999,120.4381027,27.3159008
5005,121.0128021,28.15620041
5009,120.7266998,27.98419952
5015,120.6835022,27.99869919
5019,120.6570969,27.76959991
5022,120.9000015,28.05080032
5029,120.5970001,27.73270035
5033,120.8467026,27.92410088
5037,120.3974991,27.51650047
5040,120.8210983,27.8987999
5041,120.8933029,28.03269958
5042,120.6331024,27.98509979
5045,120.5495987,27.79759979
5048,120.8169022,27.89389992
5052,120.6819992,27.98399925
5057,120.6666031,28.05260086
5064,120.7405014,28.32209969
5073,120.7096024,27.98609924
5074,120.8067017,27.84690094
5075,120.5534973,27.61170006
5077,120.6741028,28.00970078
5082,120.6427002,28.0048008
5088,120.6873016,28.0034008
5092,120.8280029,27.95120049
5099,120.9624023,28.12459946
5100,120.6160965,27.76119995
5101,120.8798981,28.03140068
5111,120.5880966,28.04969978
5113,120.5570984,27.66769981
5119,120.5570984,27.66790009
5127,120.5804977,28.11330032
5128,120.4021988,27.34480095
5136,120.0217972,27.45240021
5145,120.4083023,27.50790024
5177,120.6480026,27.67910004
5178,120.4909973,27.76479912
5181,120.8511963,27.94309998
5182,120.5632019,27.68639946
5192,120.7960968,27.86520004
5197,120.8154984,27.96520042
5202,120.6314011,27.79450035
5207,120.6919022,27.97520065
5209,120.6919022,27.97509956
5210,120.5417023,27.57889938
5219,120.5826035,27.98839951
5232,120.5149994,27.53750038
5235,120.3161011,27.63579941
5236,120.8786011,28.01759911
5243,120.9609985,28.05920029
5258,121.0121002,28.21850014
5268,120.7938004,27.87220001
5272,120.3874969,27.40060043
5273,120.8923035,28.04870033
5274,120.6737976,28.02079964
5277,120.6816025,28.01460075
5279,120.6104965,28.00709915
5291,120.606102,28.01099968
5293,121.0010986,28.1345005
5294,120.6171036,28.02470016
5318,120.2435989,27.63310051
5323,120.6517029,27.97019958
5341,120.5821991,28.06450081
5354,120.976799,28.05050087
5355,120.6570969,27.7730999
5365,120.653801,27.78089905
5367,120.6415024,28.02589989
5378,120.6289978,27.99010086
5390,120.5472031,27.5781002
5395,120.7427979,27.9708004
5396,120.7674026,27.83169937
5399,120.6987,28.00289917
5400,120.4588013,27.70809937
5401,120.6521988,28.02370071
5404,121.0159988,28.25119972
5407,120.7095032,27.99860001
5408,120.5205002,27.61020088
5419,120.6695023,27.8553009
5420,120.6203995,28.03960037
5421,119.7093964,27.55559921
5427,121.1557999,27.86689949
5439,120.6864014,28.0060997
5451,120.6762009,27.8512001
5470,120.0080032,27.46459961
5487,120.6053009,28.01259995
5489,119.8827972,27.43239975
5498,120.714798,28.0060997
5511,120.5467987,27.67539978
5513,120.6259995,27.79260063
5517,120.6474991,28.04980087
5524,120.6194,27.78630066
5534,120.5412979,27.61529922
5539,120.6476974,28.04409981
5554,120.7742996,27.84020042
5563,120.6483994,28.00790024
5565,120.7173004,28.00180054
5570,120.4894028,28.15369987
5578,120.6605988,27.7826004
5582,120.6219025,27.79990005
5586,120.4364014,27.64970016
5591,120.5837021,27.7173996
5596,120.3775024,27.42359924
5602,120.6243973,28.02960014
5603,120.6948013,28.04430008
5618,120.8929977,28.00349998
5619,120.4832993,27.18790054
5623,120.797699,27.85619926
5640,120.4177017,27.51650047
5655,120.8690033,28.07130051
5661,120.6171036,28.01259995
5663,120.623497,27.72520065
5671,120.4922028,27.99200058
5678,120.2489014,27.65570068
5690,120.4187012,28.16180038
5694,120.596199,28.01889992
5701,121.0393982,28.20910072
5710,120.6128998,28.05349922
5711,120.5830002,28.0170002
5719,120.343399,27.64310074
5725,120.597702,28.00740051
5731,121.1678009,28.35499954
5732,120.5659027,27.97820091
5745,120.6475983,28.04980087
5752,120.4219971,28.13699913
5754,120.5951996,27.95800018
5759,120.6425018,28.06520081
5768,120.9863968,28.1128006
5770,120.6810989,27.97990036
5785,121.1511993,27.84469986
5786,120.6752014,27.99749947
5792,120.9008026,28.05330086
5795,121.1592026,28.41620064
5814,120.680397,27.98390007
5823,120.7021027,28.08919907
5832,120.493103,27.79829979
5841,120.7550964,27.96199989
5866,120.4897995,28.13389969
5872,120.5559998,28.09339905
5884,120.6084976,27.98699951
5888,120.614502,28.01720047
5911,120.7080994,27.99839973
5915,121.0310974,28.29800034
5930,120.6341019,27.90049934
5949,120.8396988,28.24069977
5950,120.7547989,27.96680069
5956,120.685997,28.01499939
5963,120.6521988,28.01980019
5970,120.8683014,28.03109932
5985,120.8576965,28.04220009
6000,120.8845978,27.97500038
6006,120.290802,27.82869911
6012,120.7650986,27.83480072
6025,120.7978973,27.87450027
6028,120.6844025,28.15500069
6035,120.5998993,27.99419975
6039,120.5821991,28.04229927
6053,120.6826019,27.78860092
6059,121.1182022,28.30139923
6062,120.5585022,27.61520004
6069,120.5658035,27.64559937
6072,120.3677979,27.48329926
6077,120.6317978,27.78199959
6084,120.3247986,27.64010048
6105,120.4667969,27.57799911
6107,120.6513977,28.0182991
6112,121.1268005,28.41699982
6122,120.7934036,28.03890038
6154,120.6389008,28.01849937
6159,120.623703,28.0394001
6162,120.3788986,27.76860046
6163,120.6272964,28.04339981
6174,120.985199,28.12940025
6175,120.5603027,27.48119926
6180,120.6327972,28.04059982
6181,120.7117004,28.00510025
6194,120.8220978,27.92160034
6195,120.6844025,28.15889931
6197,120.6507034,27.7772007
6200,120.7231979,28.00119972
6205,120.5317001,27.74230003
6208,120.6374969,28.00860023
6210,120.6353989,27.39970016
6214,120.8520966,28.03790092
6221,120.6544037,28.02779961
6225,120.6104965,28.02519989
6229,120.6128998,27.77750015
6235,120.6922989,27.92449951
6243,121.0506973,28.15839958
6244,120.688797,27.91640091
6246,120.824501,27.95759964
6257,120.4056015,27.5135994
6263,120.814003,27.89209938
6265,120.7570038,28.31999969
