siteNumber,longtitude,latitude
6266,120.9676971,28.12360001
6274,121.0426025,28.23290062
6280,121.1220016,28.4470005
6284,120.7201004,28.43149948
6288,120.6695023,27.87579918
6296,120.714798,28.02169991
6300,120.6044998,27.80290031
6316,120.4212036,27.31200027
6324,120.3246002,27.68300056
6328,120.4756012,27.78190041
6343,120.6854019,28.15250015
6346,120.6289978,28.04120064
6351,120.5342026,27.56959915
6352,120.4529037,27.77910042
6358,120.5660019,28.03919983
6362,120.7001038,27.78170013
6365,120.3236008,27.63669968
6367,120.6284027,27.99379921
6368,120.8675003,28.06579971
6372,121.0470963,27.87080002
6374,120.9665985,28.10820007
6380,120.5598984,27.60510063
6393,120.6303024,27.98679924
6396,120.7365036,27.97299957
6403,120.8675003,28.06040001
6406,120.3041992,27.52109909
6421,120.7547989,27.97839928
6430,120.6695023,28.02540016
6433,120.6559982,27.7765007
6447,119.9981003,27.47389984
6449,120.9694977,28.11240005
6454,120.8128967,27.89830017
6460,120.0533981,27.4612999
6464,120.3391037,27.64430046
6470,120.6179962,27.74130058
6493,121.0214005,28.25
6498,120.6261978,27.78339958
6502,120.6108017,27.9885006
6506,120.4982986,27.55599976
6507,120.7269974,28.13439941
6522,120.6276016,28.01140022
6528,120.4478989,27.90749931
6531,120.6219025,28.01580048
6536,120.5348969,27.54210091
6537,120.9570999,28.09390068
6542,120.5654984,27.52429962
6546,120.8212967,27.90469933
6551,120.6163025,28.00499916
6552,120.6544037,28.03960037
6561,120.7985992,27.89900017
6562,120.7682037,27.94099998
6568,120.5702972,28.07220078
6593,120.6362991,28.00139999
6595,120.6430969,28.03039932
6599,120.6546021,28.02799988
6605,120.6725006,27.98450089
6606,120.8779984,28.05279922
6626,120.6352005,28.02029991
6627,120.7124023,27.98679924
6635,120.9464035,28.11669922
6644,120.3753967,27.50510025
6655,120.6837006,27.83049965
6671,120.6850967,27.99959946
6675,120.6123962,27.72520065
6683,120.6850967,27.77409935
6684,120.4692001,27.55739975
6685,120.6296997,27.78860092
6686,120.6788025,27.98520088
6701,120.3610992,27.47130013
6704,120.9845963,28.05680084
6724,120.0218964,27.6427002
6727,120.5568008,27.99600029
6732,120.486702,28.14949989
6740,120.6819992,27.83620071
6743,120.6128998,28.02569962
6744,120.6416016,27.99920082
6751,120.6792984,27.9939003
6757,120.6387024,28.00900078
6761,120.6792984,27.99430084
6764,120.7947006,28.02129936
6779,120.9781036,28.09110069
6787,120.6784973,28.01720047
6794,120.6836014,27.91220093
6804,120.4749985,27.51810074
6826,121.1616974,27.85169983
6828,120.3840027,27.50690079
6834,120.7259979,27.83390045
6848,119.8869019,27.43239975
6870,120.6856995,28.01499939
6893,121.2100983,28.40119934
6894,120.6677017,27.97270012
6897,120.6094971,28.05529976
6898,120.5543976,27.55529976
6901,120.4533997,28.03660011
6903,120.5656967,27.94729996
6911,120.6353989,27.79380035
6922,120.6860962,27.9654007
6933,120.6696014,27.9843998
6939,120.6891022,28.01989937
6941,120.6199036,27.94890022
6942,120.5014038,28.06329918
6944,120.4829025,27.63199997
6946,120.2662964,27.7826004
6948,119.9325027,27.41939926
6957,120.379303,27.5991993
6958,120.9537964,28.13069916
6959,120.2844009,27.77589989
6968,120.3599014,27.46479988
6971,120.3679962,27.36370087
6983,120.6666031,28.00270081
6985,120.6335983,28.04389954
6987,121.0758972,28.3579998
6992,120.6421967,27.98859978
6994,120.6421967,27.98830032
7019,120.4101028,27.51420021
7033,120.4789963,27.20630074
7035,120.702301,27.98010063
7036,120.6850967,27.99080086
7038,120.5438004,27.68700027
7040,120.4738998,28.01670074
7041,120.6286011,27.77709961
7043,120.427803,27.50469971
7051,120.6513977,27.77409935
7052,120.7089996,28.00530052
7053,120.6752014,27.78039932
7054,120.625,27.78079987
7059,120.7463989,28.36730003
7063,120.6455002,27.7784996
7072,120.4035034,27.51420021
7078,120.7380981,27.99180031
7079,120.5756989,27.65040016
7087,121.0842972,28.40209961
7096,120.5339966,27.82419968
7109,120.9609985,28.12560081
7117,120.574501,27.98970032
7118,120.639801,28.0007
7122,120.3794022,27.39590073
7123,120.7643967,27.96409988
7126,120.786499,27.83819962
7132,120.6703033,28.00399971
7158,119.7098007,27.56999969
7170,120.6877975,27.87789917
7176,120.6735992,27.98940086
7186,120.531601,27.72170067
7190,120.617897,27.98360062
7197,120.5617981,27.67910004
7206,120.3072968,27.63030052
7211,120.683403,27.98839951
7214,120.4014969,27.87509918
7221,120.6520004,28.0121994
7225,120.5821991,28.0007
7226,120.8925018,28.04940033
7233,120.5455017,28.4253006
7235,120.6677017,27.99810028
7257,120.6498032,28.02680016
7258,120.6456985,28.01679993
7263,120.7386017,28.03689957
7290,120.9274979,28.08090019
7293,120.6731033,28.01539993
7301,120.3200989,27.6364994
7304,120.5615997,27.66710091
7306,120.5519028,28.09149933
7309,120.9030991,28.03280067
7311,120.6997986,27.99909973
7318,120.3200989,27.63879967
7319,120.531601,27.60300064
7327,120.6576996,27.98900032
7332,120.6536026,28.02370071
7338,120.6464005,27.77829933
7342,120.8242035,27.93250084
7346,120.8171005,27.88389969
7351,120.5281982,28.14410019
7353,120.6119995,28.02459908
7362,120.6119995,28.02449989
7369,120.7045975,28.01849937
7371,119.9160995,27.43790054
7373,120.3541031,27.53269958
7377,120.6428986,27.75790024
7378,120.5646973,27.67219925
7397,120.8011017,27.92210007
7408,120.395401,27.34609985
7415,120.6158981,27.98800087
7418,120.3973007,27.50799942
7428,120.4449997,27.46279907
7454,120.5315018,27.85989952
7469,120.2399979,27.51729965
7474,120.8487015,27.93899918
7478,121.0309982,28.21590042
7479,120.4225998,27.54940033
7490,120.5215988,27.56299973
7493,120.7232971,27.98320007
7510,120.7078018,27.8178997
7512,120.7377014,27.8307991
7516,121.0313034,28.21980095
7521,120.530098,27.69050026
7525,120.5511017,27.5897007
7529,120.645401,27.95229912
7531,120.6339035,27.78879929
7532,120.3874969,27.3864994
7533,120.6339035,27.78890038
7539,120.8075027,27.92959976
7540,120.6669998,27.84289932
7543,120.706398,28.00749969
7548,121.0286026,28.22999954
7553,120.4940033,27.5177002
7556,120.6962967,28.01379967
7560,120.9207001,28.44039917
7563,121.0313034,28.21590042
7578,120.7350006,27.82390022
7620,121.0289993,28.29940033
7621,120.6238022,27.71579933
7623,120.6760025,28.06080055
7632,120.6257019,27.99020004
7645,120.5865021,28.04150009
7646,120.5559998,27.57869911
7652,120.5865021,28.04179955
7658,120.4411011,27.29770088
7662,120.6246033,27.9666996
7666,120.8962021,28.06240082
7733,120.7157974,27.82850075
7742,120.7898026,27.9340992
7749,120.6232986,27.98800087
7750,120.3815002,27.79840088
7752,120.436203,27.54269981
7754,120.9672012,28.0298996
7759,120.876503,28.04859924
7763,120.639801,28.01350021
7770,120.6753998,28.06909943
7774,120.5261993,27.55999947
7780,120.706398,27.79240036
7781,120.8812027,28.09900093
7782,120.8267975,27.91629982
7783,120.5516968,27.60020065
7800,120.2614975,27.77709961
7807,120.6392975,28.01000023
7808,120.6603012,27.98450089
7813,120.560997,27.60840034
7819,120.4067993,27.48889923
7832,120.6396027,28.02499962
7839,120.4045029,27.55820084
7847,120.5338974,27.99539948
7855,120.5193024,28.08550072
7858,120.5479965,28.08600044
7863,120.5036011,28.0739994
7874,120.7296982,27.98419952
7883,120.5906982,28.08580017
7901,120.776001,28.26670074
7908,121.0131989,28.20969963
7915,120.6528015,27.77429962
7923,120.7078018,27.82419968
7924,120.7567978,27.83329964
7925,120.7567978,27.83320045
7926,120.7193985,27.9817009
7932,120.6896973,28.07749939
7944,120.5810013,28.02389908
7975,120.6339035,27.77589989
7982,120.7045975,28.00189972
7984,121.0198975,28.20829964
7989,120.6595001,28.02770042
7997,120.7024002,27.71999931
8003,119.888298,27.45859909
8008,120.5935974,27.78759956
8011,120.6595001,28.02659988
8019,120.6095963,27.95890045
8043,120.5252991,27.99580002
8044,120.3776016,27.49860001
8052,120.5895004,27.82959938
8055,120.6512985,27.98329926
8056,121.0165024,28.20490074
8057,120.5050964,27.55780029
8060,120.5690002,27.51449966
8061,120.3380966,27.54599953
8063,120.8147964,27.8798008
8067,120.667099,27.99939919
8072,120.9420013,28.01110077
8078,121.1118011,28.47190094
8091,120.649498,27.45240021
8093,120.6891022,27.97929955
8094,120.6042023,28.04640007
8095,120.7198029,27.99430084
8103,120.9774017,28.12800026
8115,120.8197021,27.89609909
8116,120.6449966,28.09469986
8126,120.9740982,28.11380005
8143,120.6911011,27.92499924
8165,120.697998,27.9279995
8168,120.3460007,27.42709923
8171,120.6810989,28.00029945
8176,120.5848999,28.06609917
8180,120.6690979,28.00580025
8188,120.7121964,27.84469986
8194,120.6339035,28.05039978
8210,120.629303,27.99650002
8213,119.9018021,27.42810059
8217,120.3863983,28.0678997
8219,121.0634003,28.23419952
8222,120.6575012,27.76720047
8247,120.6444016,27.99629974
8249,120.9716034,28.33600044
8259,120.773201,28.34070015
8269,120.6977997,28.00040054
8276,120.6951981,28.02029991
8279,120.552597,27.65940094
8284,120.8247986,27.92749977
8287,120.8697968,28.06609917
8311,120.5770035,28.04190063
8313,120.3794022,27.5991993
8318,121.1406021,27.88459969
8320,121.0409012,28.34280014
8322,120.9145966,28.06279945
8332,120.6685028,27.97509956
8335,120.6807022,27.99950027
8351,121.1983032,27.62509918
8352,120.8496017,28.0394001
8357,120.4559021,28.13570023
8361,120.8964005,28.04590034
8369,120.9740982,28.11580086
8371,120.6278992,28.04630089
8378,120.7740021,27.84049988
8380,120.3928986,27.90519905
8383,120.5995026,27.80240059
8391,121.2106018,28.38750076
8392,121.0919037,28.23920059
8396,120.6404037,27.99300003
8398,121.1684036,27.8246994
8409,120.3787994,27.92650032
8414,120.5575027,27.72809982
8436,120.7061996,27.98970032
8455,120.5315018,27.97529984
8473,120.7349014,27.98740005
8487,120.8071976,27.90270042
8488,120.6266022,27.97159958
8506,121.0964966,28.22290039
8519,121.2059021,28.3939991
8527,120.632103,28.02269936
8545,120.7174988,28.00130081
8550,120.5319977,27.34309959
8562,120.3916016,27.38339996
8571,120.6307983,27.79100037
8576,121.1473007,27.83580017
8581,120.8450012,27.94260025
8591,120.5932999,27.44890022
8596,120.9600983,28.1182003
8597,120.2549973,27.62890053
8607,121.1813965,28.43280029
8610,120.415802,27.50939941
8617,120.5276031,27.64520073
8621,120.6485977,28.02000046
8622,120.4747009,28.15040016
8641,120.6094971,27.96190071
8654,120.6892014,28.01519966
8661,120.5485001,27.94729996
8662,120.6088028,28.04739952
8665,120.5824966,27.78030014
8670,120.0363007,27.39150047
8678,120.968399,28.03590012
8691,120.652298,27.99869919
8692,120.6669998,27.82889938
8702,120.6688004,27.82670021
8703,120.3775024,27.40660095
8707,120.2715988,27.71850014
8716,120.6797028,27.99860001
8718,120.6155014,28.15250015
8719,120.7099991,28.01849937
8724,120.6797028,27.99489975
8728,120.4785995,28.16699982
8742,120.585701,28.03630066
8747,120.5739975,27.94099998
8759,120.6807022,27.98920059
8765,120.6408005,27.7609005
8771,120.7739029,28.40970039
8791,120.5970993,27.9375
8793,120.6275024,27.79640007
8798,120.6462021,27.77149963
8803,120.1733017,27.43110085
8808,120.680397,27.99620056
8810,120.5589981,28.1317997
8812,121.2069016,27.6284008
8814,120.6348038,28.02420044
8821,120.6009979,28.02109909
8825,120.5354004,27.80879974
8827,120.4597015,27.56520081
8840,120.7686005,27.82830048
8848,121.1474991,27.83779907
8853,120.6123962,27.72500038
8855,120.4123001,27.70219994
8869,120.680397,27.99449921
8873,121.1474991,27.83690071
8886,120.5419998,27.5659008
8888,120.6059036,28.02339935
8900,120.6479034,27.75559998
8903,120.5075989,27.58819962
8910,120.7830963,27.86860085
8911,120.9636002,28.02860069
8912,120.9064026,28.09760094
8927,120.5754013,27.57369995
8933,120.5326996,27.7901001
8951,120.6050034,28.05459976
8954,121.2046967,28.43470001
8964,120.9832993,28.19610023
8971,120.7929993,27.84530067
8975,121.020401,28.23139954
8978,121.155098,27.83939934
8981,120.4773026,28.17289925
8983,120.4921036,27.79319954
8993,120.8080978,27.94879913
8997,120.6339035,28.03120041
9000,119.8884964,27.46689987
9002,120.8075027,27.96430016
9005,120.401001,27.5128994
9006,120.6802979,28.0041008
9007,120.5763016,27.71479988
9009,120.6873016,27.82209969
9010,120.6352005,28.0189991
9011,120.6034012,27.72990036
9016,120.6460037,28.02610016
9025,120.3891983,27.7758007
9044,121.1952972,28.4442997
9048,120.9016037,28.36860085
9053,120.5454025,27.58989906
9065,120.6480026,28.02540016
9066,120.5914993,27.73089981
9075,120.6468964,28.01670074
9081,120.6765976,27.97170067
9082,120.6589966,28.03890038
9088,120.7341003,28.15369987
9089,120.7176971,27.97599983
9091,120.7177963,27.98559952
9095,120.9561005,28.12610054
9096,120.8992996,28.09569931
9099,120.3207016,27.6868
9101,120.9891968,28.07390022
9121,121.0705032,28.28179932
9132,120.5874023,28.07449913
9133,120.8205032,27.87140083
9136,120.8420029,28.00079918
9137,120.860199,28.09009933
9138,120.5643997,27.99720001
9141,120.7445984,27.97970009
9161,120.5529022,27.97830009
9169,120.6212006,28.01059914
9171,120.5874023,28.07749939
9183,120.5787964,27.9993
9188,121.0259018,28.21619987
9190,120.5484009,27.5897007
9219,120.6952972,27.99690056
9223,120.4714966,27.58370018
9235,120.8935013,28.04459953
9245,120.7386017,28.29850006
9246,120.6983032,28.00399971
9255,120.6257019,27.9552002
9261,121.1163025,28.50839996
9278,120.4319,27.95999908
9284,120.6264038,27.79249954
9289,120.6663971,28.02519989
9307,120.6921005,28.01819992
9317,120.8741989,28.02709961
9318,121.0510025,28.22610092
9334,120.5914001,28.02449989
9336,120.6484985,28.00740051
9337,120.5983963,27.86520004
9347,120.8532028,28.10890007
9355,120.9088974,28.12700081
9359,120.6648026,27.83209991
9362,120.7470016,27.8458004
9376,120.5889969,27.99710083
9377,120.6447983,27.91889954
9379,121.1316986,28.36540031
9380,121.1316986,28.36520004
9385,120.3240967,27.73399925
9390,120.6819,28.00219917
9393,121.1220016,28.24309921
9414,120.5241013,27.56620026
9426,120.5242996,27.84140015
9430,120.4293976,27.56949997
9443,121.1358032,28.33250046
9449,120.810997,27.87709999
9451,120.6565018,28.0454998
9454,120.6697998,28.01490021
9467,120.6399994,27.41110039
9468,120.6446991,27.9897995
9470,120.5847015,28.0909996
9472,120.6589966,28.0454998
9483,120.6529999,27.65920067
9486,120.4761963,28.34519958
9492,120.5730972,27.62220001
9501,120.637001,28.28100014
9502,120.6613007,28.02339935
9504,121.221199,28.4109993
9511,120.5579987,27.68689919
9517,120.7185974,28.41900063
9525,121.0235977,28.14749908
9530,120.8395004,28.13710022
9531,120.6468964,28.02610016
9538,120.9721985,28.22949982
9541,120.4532013,27.75279999
9547,120.3035965,27.46039963
9573,119.7409973,27.71559906
9578,120.6588974,27.6413002
9579,120.6934967,27.78170013
9589,120.6657028,28.05739975
9594,120.7957001,28.3798008
9600,120.8460007,27.9151001
9605,120.7225037,27.99539948
9613,120.6830978,28.01379967
9614,120.5271988,27.99620056
9617,120.6132965,28.00510025
9619,120.6205978,28.05010033
9624,120.9589996,28.05170059
9641,120.6830978,28.0135994
9648,120.5707016,27.57710075
9650,120.6682968,28.56489944
9651,120.4670029,27.17270088
9657,120.8967972,28.02759933
9674,120.4830017,27.18790054
9676,120.569603,28.00519943
9690,120.7039032,27.98489952
9695,120.6829987,28.05080032
9697,120.6475983,27.96549988
9700,120.6309967,27.97990036
9710,120.6940002,27.82929993
9712,120.3203964,27.63640022
9729,120.6109009,27.44120026
9730,120.5904999,28.08230019
9732,120.6067963,27.99270058
9734,120.6877975,27.84009933
9737,121.1537018,28.40670013
9739,120.9812012,28.12579918
9742,120.5421982,27.98329926
9747,120.6802979,28.01370049
9761,120.6801987,28.00160027
9763,120.6632996,28.02359962
9765,120.6732025,28.01239967
9772,120.6260986,27.78849983
9780,120.6598969,28.02770042
9790,120.8808975,28.03039932
9793,120.6679993,27.76169968
9808,120.6540985,27.77510071
9813,120.5805969,28.03230095
9824,120.9660034,28.11809921
9825,120.319603,27.67959976
9830,120.5393982,27.83670044
9843,120.8927994,27.96610069
9851,120.6472015,27.77090073
9862,120.0883026,27.46759987
9864,120.3509979,27.58589935
9869,120.5706024,27.56669998
9873,120.9042969,28.04030037
9878,120.5353012,27.5855999
9880,120.625,28.02029991
9892,120.6663971,28.00209999
9895,120.5529022,28.1651001
9897,120.6697998,28.02630043
9904,120.5803986,27.73240089
9913,120.552002,27.77809906
9914,120.7173004,27.99539948
9919,121.0019989,28.10330009
9920,120.6493988,28.00519943
9923,120.5955963,27.94400024
9928,120.6531982,27.99850082
9944,120.6381989,28.02560043
9947,120.6381989,28.02510071
9960,121.0164032,28.16970062
9961,120.8340988,27.93740082
9963,120.927803,28.03230095
9970,120.6959991,27.99200058
9971,121.1999969,28.40060043
9978,120.6600037,27.99900055
9987,120.7006989,27.99720001
10004,120.6540985,28.01059914
10006,120.6704025,28.02169991
10007,120.5792007,27.75530052
10021,120.6492996,28.0128994
10024,120.7069016,27.99010086
10027,120.6055984,27.79990005
10030,120.438797,28.15320015
10038,121.0679016,28.28849983
10046,120.9263992,28.01810074
10048,119.9121017,27.42819977
10050,120.6064987,28.01129913
10054,120.6589966,28.01350021
10062,120.6220016,27.99740028
10067,120.6855011,28.15469933
10074,120.8525009,28.04159927
10077,120.5874023,28.05780029
10086,120.5810013,27.81800079
10099,120.6545029,28.00600052
10104,120.6790009,27.81060028
10115,120.4067001,27.32349968
10116,120.6214981,27.78059959
10144,120.7696991,27.94409943
10145,120.5478973,27.79030037
10148,120.6436005,27.7534008
10153,120.5787964,27.97870064
10154,120.5882034,28.09370041
10185,120.5470963,27.65979958
10190,120.5470963,27.65990067
10193,121.1352997,28.33209991
10202,120.8242035,27.95420074
10203,120.8085022,27.92149925
10205,120.7040024,28.0163002
10207,120.8482971,27.93120003
10213,120.9753036,28.07500076
10219,120.4877014,28.16049957
10222,119.9831009,27.62630081
10224,120.4048004,27.3416996
10231,120.3839035,27.73609924
10234,120.4168015,27.3239994
10243,120.6475983,27.78149986
10258,120.722702,27.82010078
10259,120.449501,27.55200005
10261,120.6761017,27.79850006
10268,120.7398987,28.28100014
10279,120.6356964,28.00749969
10285,120.6977005,27.83849907
10286,120.672699,27.99570084
10288,120.637001,28.02099991
10294,120.7226028,28.00569916
10301,120.8498993,28.04730034
10310,120.7136993,28.01959991
10319,120.759903,27.83410072
10321,120.6589966,28.02330017
10338,121.0177994,28.22750092
10344,120.710701,28.16419983
10353,120.7205963,27.94099998
10360,120.6876984,27.82550049
10369,120.6544037,28.53350067
10378,120.4863968,28.34819984
10388,121.0850983,28.20269966
10394,120.6564026,27.98609924
10397,119.7021027,27.55669975
10402,120.6272964,27.38380051
10418,120.415802,27.94079971
10421,120.6589966,28.02860069
10424,120.4545975,27.59219933
10431,120.3939972,27.70389938
10437,120.4008026,27.5177002
10451,120.6100998,28.01469994
10452,120.6604996,28.0034008
10453,120.6647034,27.82589912
10455,121.1512985,27.83270073
10492,120.6875,28.00130081
10494,120.803299,27.88820076
10499,120.5714035,27.48740005
10508,120.8266983,27.91589928
10516,120.6520996,28.00930023
10517,120.783699,27.96850014
10521,120.7257004,27.8307991
10546,120.6704025,28.01919937
10554,120.6556015,28.00709915
10555,120.5050964,27.58720016
10565,120.3079987,27.62759972
10568,121.1022034,28.27199936
10571,120.6090012,27.72660065
10596,120.6211014,28.00839996
10614,120.634201,28.02330017
10632,120.3981018,27.78750038
10636,120.680603,28.06349945
10639,120.7204971,27.99839973
10641,120.7149963,27.9836998
10643,120.8900986,28.06809998
10649,120.4031982,27.5170002
10652,120.547699,27.98060036
10653,120.6853027,28.00849915
10660,120.2562027,27.60580063
10676,120.6573029,28.04050064
10679,120.6166992,27.60610008
10681,120.6564026,27.99209976
10682,120.6501007,27.61450005
10683,120.2745972,27.70980072
10685,120.9021988,28.0489006
10694,121.1483002,27.83860016
10695,120.6188965,28.00729942
10697,120.5855026,28.02440071
10698,120.626503,27.9022007
10708,120.6298981,28.0291996
10717,120.1359024,27.43429947
10721,120.7292023,28.00919914
10727,120.5410004,27.58530045
10729,120.6128006,27.98049927
10734,120.8955002,27.99979973
10744,120.7638016,28.3560009
10745,120.6327972,27.79019928
10746,121.0045013,28.0965004
10747,120.5746994,27.71870041
10754,120.5775986,27.76980019
10756,120.4322968,27.52939987
10768,120.7164993,27.99189949
10770,120.6709976,27.8810997
10771,120.5001984,27.5897007
10773,120.5628967,27.56620026
10782,120.5954971,27.9489994
10786,120.5680008,28.08009911
10787,120.7338028,27.98469925
10807,120.6891022,27.99200058
10815,120.4842987,27.19790077
10817,120.5636978,27.98270035
10818,120.5636978,27.98279953
10820,120.5715027,27.48819923
10824,119.7256012,27.54459953
10829,120.2013016,27.78549957
10836,120.5926971,28.02610016
10843,120.9850006,28.12210083
10851,120.5355988,27.58069992
10860,120.8076019,27.92440033
10861,120.5037003,28.09530067
10862,120.5594025,28.09090042
10864,120.5491028,27.60569954
10865,120.1802979,27.63669968
10872,120.7809982,27.8409996
10878,120.6472015,28.00029945
10887,120.6252975,28.02029991
10892,119.9609985,27.41379929
10900,120.634201,27.76230049
10901,120.5475006,27.68110085
10909,120.6763,28.00489998
10916,120.6106033,27.78059959
10932,120.9175034,28.07999992
10933,120.7009964,28.00169945
10946,120.5578003,27.74810028
10951,120.5662003,27.67980003
10971,120.5491028,27.60409927
10991,120.6331024,28.01000023
11001,120.6533966,28.01339912
11024,121.032402,28.21999931
11027,120.8352966,27.94440079
11030,120.8488998,27.91939926
11036,120.671402,27.96409988
11042,120.7981033,27.91740036
11043,120.6977005,28.00379944
11049,120.7068024,27.92270088
11050,120.6556015,28.02140045
11056,121.2050018,28.43470001
11063,120.5419006,27.51399994
11068,120.7113037,27.82480049
11079,120.7565994,27.95859909
11080,120.3696976,27.7201004
11083,120.5595016,27.93619919
11084,121.1427994,28.36540031
11091,120.8748016,28.0970993
11095,120.3380966,27.46730042
11100,120.6865005,27.94370079
11102,120.5146027,27.58399963
11104,120.5346985,27.98259926
11105,120.6547012,28.02799988
11107,120.6455002,27.95249939
11120,120.5115967,28.34289932
11124,119.7547989,27.53590012
11127,120.6326981,27.80290031
11129,119.9108963,27.42359924
11141,120.5917969,27.71039963
11145,120.8181992,28.04339981
11147,120.5618973,28.1678009
11155,120.7254028,27.94980049
11163,119.8858032,27.47509956
11170,121.0445023,28.19549942
11171,120.9646988,28.04590034
11175,120.7225037,28.46769905
11186,120.8024979,27.87210083
11187,121.0030975,28.22660065
11188,120.759697,27.97430038
11202,121.1060028,28.40480042
11203,120.5124969,27.55719948
11210,120.5171967,28.06430054
11223,120.5400009,27.6121006
11227,120.7042007,27.83699989
11232,120.6387024,27.75559998
11238,121.0005035,28.11499977
11241,120.7101974,28.00289917
11256,120.6037979,27.99230003
11263,120.8066025,28.37960052
11264,120.6544037,27.77289963
11271,121.0653992,28.17270088
11286,120.5736008,27.95669937
11289,120.5346985,27.98250008
11298,120.6584015,28.14170074
11310,120.763298,27.8307991
11315,120.5503998,28.1019001
11322,120.8238983,27.91139984
11325,120.8072968,27.86230087
11333,120.6651993,27.95050049
11336,120.6587982,27.77300072
11339,120.7018967,28.01799965
11345,120.6034012,27.99670029
11347,120.5488968,28.14450073
11350,120.8481979,27.91740036
11359,120.7752991,27.99720001
11363,120.3527985,27.44459915
11366,120.6634979,27.87030029
11381,121.0578995,28.18379974
11382,120.7013016,28.14620018
11391,120.4240036,27.53650093
11395,121.118103,28.32290077
11410,120.7928009,28.03310013
11412,120.6565018,28.0095005
11434,120.7828979,27.86420059
11435,120.6020966,27.68330002
11441,120.6881027,28.07029915
11459,120.7621994,27.82920074
11478,120.7911987,27.86910057
11483,120.4511032,27.46789932
11489,120.6763,27.8470993
11504,120.4079971,27.50329971
11523,120.8069992,27.91609955
11532,120.5610962,27.63100052
11537,120.6137009,27.97170067
11539,120.8593979,28.09259987
11543,120.9627991,28.00810051
11544,120.674202,27.98240089
11560,120.5602036,27.66399956
11573,120.6355972,28.01009941
11577,120.3292007,27.71360016
11578,120.7957001,27.93569946
11580,120.6610031,27.77700043
11583,120.8238983,27.90469933
11588,120.8023987,27.88619995
11593,120.6512985,27.78490067
11595,120.8659973,28.01729965
11597,121.0388031,28.15629959
11599,120.6811981,27.96629906
11605,121.0787964,28.18619919
11608,120.9889984,28.24650002
11609,121.0370026,28.31360054
11610,120.3728027,27.63389969
11635,120.5552979,28.16580009
11647,120.7888031,27.96190071
11653,120.5485992,27.57449913
11661,120.7145004,27.99259949
11665,120.6828003,28.00839996
11667,120.6639023,27.62789917
11677,121.161499,27.82629967
11681,120.9280014,28.03280067
11682,120.6912994,27.86059952
11693,120.4917984,28.1928997
11708,120.7860031,27.8635006
11730,120.6647034,27.85230064
11731,119.7130966,27.55949974
11733,120.5727005,27.57150078
11738,121.0314026,28.25230026
11751,120.577301,27.99340057
11756,120.5554962,27.66349983
11760,121.0292969,28.2996006
11765,121.1179962,28.49169922
11769,120.4922028,27.58320045
11775,120.5711975,27.48999977
11795,120.5811996,28.04940033
11797,120.6845016,28.02129936
11803,120.8911972,28.04630089
11804,120.8911972,28.04640007
11807,120.5951996,27.99250031
11831,120.8580017,28.04560089
11836,120.9539032,28.10070038
11839,120.6345978,27.90970039
11850,120.6615982,28.02359962
11852,120.8554993,28.08729935
11855,120.6800995,27.97229958
11872,120.5820999,27.79380035
11876,120.5037003,28.07419968
11883,120.6841965,27.77659988
11889,120.3716965,27.34259987
11894,120.6332016,27.77930069
11895,120.5355988,27.78039932
11896,120.3939972,27.51449966
11897,120.5966034,27.50289917
11902,120.5670013,27.56060028
11904,120.8171997,27.90320015
11907,120.8827972,28.05270004
11919,120.7033005,28.09810066
11935,120.3444977,27.60169983
11947,120.9637985,28.12150002
11948,120.3244019,27.6833992
11958,120.6000977,27.95540047
11960,120.3939972,27.51180077
11964,120.748703,27.83359909
11968,120.5143967,28.14550018
11987,120.5734024,27.47839928
11988,121.1249008,28.32369995
12000,120.3871002,27.49710083
12002,120.8992004,27.9673996
12008,120.6296997,28.01000023
12010,121.0335999,28.29470062
12011,120.6286011,28.04109955
12012,120.6286011,28.04120064
12014,120.4209976,27.51329994
12016,120.8524017,28.37330055
12019,120.6710968,27.96730042
12022,120.3106995,27.63209915
12024,120.6530991,27.98819923
12040,120.7397003,28.25699997
12041,120.7126007,28.47710037
12053,120.6449966,28.01029968
12061,120.6788025,27.98800087
12067,120.6071014,28.06209946
12068,120.8079987,27.92280006
12083,120.5804977,27.73250008
12091,120.6154022,28.02350044
12095,120.4735031,27.73509979
12103,120.6832962,28.52820015
12105,120.7341995,27.83329964
12114,120.6409988,28.01040077
12120,120.7707977,28.42499924
12121,120.8001022,27.88809967
12132,120.6247025,27.98450089
12140,120.538002,27.51539993
12151,120.4047012,28.4484005
12156,120.3809967,27.4993
12163,120.6395035,27.99020004
12164,120.5497971,27.58169937
12175,120.6509018,27.69689941
12179,120.7853012,27.85919952
12181,120.6141968,27.80220032
12190,120.6502991,28.04540062
12196,120.8098984,27.91130066
12202,120.6961975,27.99279976
12213,120.7024994,28.02120018
12227,120.6270981,27.78059959
12228,121.174202,28.44280052
12244,120.6567993,28.0121994
12255,120.6723022,28.01339912
12259,120.5935974,27.5958004
12262,120.5811996,28.03619957
12264,120.618103,28.04360008
12270,120.9904022,28.06559944
12273,120.9564972,28.13129997
12280,120.6138,27.97750092
12287,120.8387985,28.0182991
12288,120.9800034,28.11050034
12295,120.634201,27.77569962
12296,120.6473999,27.97270012
12304,120.5591965,27.67020035
12307,120.6549988,28.02000046
12310,120.530899,27.60969925
12316,120.6327972,27.78689957
12319,120.4621964,27.51169968
12322,120.4061966,27.50970078
12323,120.7209015,27.99220085
12331,120.5646973,27.47739983
12333,120.5610962,27.95800018
